song,artist,album,producer,release_date,featured_artist,line_index,section,active_artist,text,primary_tone,secondary_tone,flow_vector,rhyme_word,rhyme_class,syllable_count,stress_density,source
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,15,Verse 2,Gunna,Look and see I'm straight,confident,,5|1.0|15,straight,ars,5,0.8,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,16,Verse 2,Gunna,"Me, Sex, and Wave got birthday cake (Uh-huh)",confident,,12|0.75|16,huh,ars,10,0.9,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,17,Verse 2,Gunna,Gang keep an AK,confident,,4|1.0|17,ak,ars,4,1.0,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,18,Verse 2,Gunna,These niggas play games like arcade (Uh-huh),confident,,14|0.57|18,huh,ars,10,0.8,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,19,Verse 2,Gunna,Pull up in a Porsche,confident,,6|0.83|19,porsche,ars,6,0.5,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,20,Verse 2,Gunna,"See you're unloyal, had to part ways (Uh-huh)",confident,,11|0.91|20,huh,ars,10,0.9,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,21,Verse 3,Young Thug & Gunna,I drip on my dawg's stage,confident,,7|0.86|31,stage,ars,6,1.0,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,22,Verse 3,Young Thug & Gunna,I brought this shit down at the Barclays (Uh-huh),confident,,11|0.91|32,huh,ars,11,0.818181818181818,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,23,Verse 3,Young Thug & Gunna,I fucked her at Ross place,confident,,8|0.75|33,place,ars,6,1.0,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,24,Verse 3,Young Thug & Gunna,"I ran it up, fillin' my dawg's safe (Uh-huh)",confident,,12|0.83|34,huh,ars,11,0.909090909090909,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,25,Verse 3,Young Thug & Gunna,Cashed out on some dark Ye's,confident,,8|0.75|35,ye's,ars,6,1.0,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,26,Verse 3,Young Thug & Gunna,You niggas was taught to follow the way (Uh-huh),confident,,12|0.83|36,huh,ars,12,0.75,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,27,Verse 3,Young Thug & Gunna,I blocked a thot today,confident,,7|0.71|37,today,ars,6,0.666666666666667,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,28,Verse 3,Young Thug & Gunna,Stop blowing up my number and stalkin' my page (Uh-huh),detached,,15|0.73|38,huh,ars,14,0.714285714285714,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,29,Verse 3,Young Thug & Gunna,"I got a thot, uh, I got a thot, hey",confident,,10|1.0|39,hey,ars,10,0.8,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,30,Verse 3,Young Thug & Gunna,"If I leave the spot, I go to the yacht, hey",confident,,12|0.92|40,hey,ars,11,0.818181818181818,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,31,Verse 3,Young Thug & Gunna,"New Gucci stocks, cover her twat, hey",confident,,9|0.78|41,hey,ars,9,0.777777777777778,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,32,Verse 3,Young Thug & Gunna,"Givenchy socks, dress up the spot, hey",confident,,9|0.78|42,hey,ars,9,0.666666666666667,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,33,Verse 3,Young Thug & Gunna,"Jeepers creepers, the gators got measles,shit",confident,,11|0.64|43,shit,ars,11,0.545454545454545,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,34,Verse 3,Young Thug & Gunna,"I fucked up the bank, bought a rose gold shank, yeah",confident,,13|0.85|44,yeah,ars,11,0.818181818181818,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,35,Verse 3,Young Thug & Gunna,No realer than this,confident,,5|0.8|45,this,ars,5,0.8,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,36,Verse 3,Young Thug & Gunna,"Dunk with the assist, we hit us a lick (Lick )",confident,,11|0.91|46,lick,ars,11,0.727272727272727,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,37,Verse 3,Young Thug & Gunna,Slime in that bitch,confident,,5|0.8|47,bitch,ars,4,0.75,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,38,Verse 3,Young Thug & Gunna,"I went and got rich, my necklace glist' (Yeah )",luxurious,aspirational,11|0.82|48,yeah,ars,10,0.8,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,39,Verse 3,Young Thug & Gunna,Two hundred a fist,confident,,5|0.8|49,fist,ars,5,0.6,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,40,Verse 3,Young Thug & Gunna,"One hundred my bitch, I'm real as it get (Uh huh)",confident,,13|0.85|50,huh,ars,12,0.916666666666667,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,41,Verse 3,Young Thug & Gunna,"Talk in' that shit, I hope you kissed and hugged all your kids",confident,,16|0.81|51,kids,ars,13,0.923076923076923,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,42,Verse 3,Young Thug & Gunna,They hit up my mans,confident,,5|1.0|52,mans,ars,5,1.0,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,43,Verse 3,Young Thug & Gunna,"They caught him down bad, I want some revenge",confident,,12|0.75|53,revenge,ars,10,0.9,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,44,Verse 3,Young Thug & Gunna,I ran up them M's,confident,,5|1.0|54,m's,ars,5,1.0,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,45,Verse 3,Young Thug & Gunna,Need cash in my bank or pull up in a Brinks,confident,,11|1.0|55,brinks,ars,11,0.727272727272727,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,46,Chorus,Young Thug & Gunna,"Me, Gunna, and Wheezy, that's a three-headed snake",aggressive,dominant,13|0.69|111,snake,ars,12,0.583333333333333,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,47,Chorus,Young Thug & Gunna,"Me, Gunna, and Wheezy, that's a three-headed snake",aggressive,dominant,13|0.69|111,snake,ars,12,0.583333333333333,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,48,Chorus,Young Thug & Gunna,We done made a few M's and I'm straight,confident,,11|0.8|113,straight,ars,9,0.777777777777778,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,49,Chorus,Young Thug & Gunna,"Got me a mil', it fit my plate",confident,,9|0.89|114,plate,ars,8,0.875,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,50,Chorus,Young Thug & Gunna,"Shit, the teeth on plastic plate",confident,,8|0.75|115,plate,ars,7,0.714285714285714,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,51,Chorus,Young Thug & Gunna,"Just 'cause I listen don't mean I debate, uh",confident,,13|0.69|116,uh,ars,11,0.727272727272727,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,52,Chorus,Young Thug & Gunna,I don't got no time to be late,confident,,10|0.8|117,late,ars,8,1.0,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,53,Chorus,Young Thug & Gunna,"I done missed a few mils, got some buried in the lake",confident,,17|0.71|118,lake,ars,13,0.692307692307692,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,54,Chorus,Young Thug & Gunna,"Hey, constantly dodging the grave",confident,,9|0.56|119,grave,ars,8,0.5,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,55,Chorus,Young Thug & Gunna,"The world is a cage, the Planet of Apes (Planet )",confident,,14|0.71|120,planet,ars,12,0.583333333333333,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,56,Chorus,Young Thug & Gunna,Gotta keep the family straight,confident,,8|0.62|121,straight,ars,8,0.5,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,57,Chorus,Young Thug & Gunna,"We know what it takes, the slimiest snakes, uh",confident,,12|0.75|122,uh,ars,10,0.8,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,58,Chorus,Young Thug & Gunna,I done ran up a whole mil',confident,,9|0.78|123,mil',ars,7,0.857142857142857,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,59,Chorus,Young Thug & Gunna,"I'm chubby, but shit, my pockets in shape, uh",confident,,12|0.75|124,uh,ars,11,0.727272727272727,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,60,Chorus,Young Thug & Gunna,Got racks all inside the safe,luxurious,aspirational,9|0.67|125,safe,ars,7,0.857142857142857,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,61,Chorus,Young Thug & Gunna,"If I run out of space, stay booked out of state",confident,,14|0.79|126,state,ars,11,1.0,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,62,Verse 4,Young Thug & Gunna,"Top off the Benz, the one with no space",confident,,11|0.82|72,space,ars,9,0.777777777777778,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,63,Verse 4,Young Thug & Gunna,"It's drivin' itself, hit the gas and the brakes",confident,,12|0.75|73,brakes,ars,11,0.636363636363636,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,64,Verse 4,Young Thug & Gunna,I had her bent inside of the Wraith,confident,,10|0.8|74,wraith,ars,9,0.888888888888889,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,65,Verse 4,Young Thug & Gunna,"Besides the tint, the curtain in the way",confident,,11|0.73|75,way,ars,10,0.4,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,66,Verse 4,Young Thug & Gunna,I had to sprint all way to the end,confident,,9|1.0|76,end,ars,9,0.888888888888889,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,67,Verse 4,Young Thug & Gunna,"I lost some old friends, couldn't keep up the pace",confident,,12|0.83|77,pace,ars,11,0.818181818181818,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,68,Verse 4,Young Thug & Gunna,Copped the new Lam' and put it on land,confident,,10|0.9|78,land,ars,9,0.777777777777778,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,69,Verse 4,Young Thug & Gunna,"These fuck niggas mad, I see it in they face",confident,,13|0.77|79,face,ars,11,0.818181818181818,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,70,Verse 4,Young Thug & Gunna,"The jet that I'm on, it's sponsored by Wraith",confident,,11|0.82|80,wraith,ars,10,0.8,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,71,Verse 4,Young Thug & Gunna,I'm dodging the rain and I'm dodging the hate,confident,,12|0.75|81,hate,ars,11,0.545454545454545,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,72,Verse 4,Young Thug & Gunna,I don't need a pass 'cause I'm not in school,confident,,11|0.91|82,school,ars,10,0.7,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,73,Verse 4,Young Thug & Gunna,"You playin', you gon' be another cold case",paranoid,anxious,11|0.73|83,case,ars,11,0.727272727272727,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,74,Verse 4,Young Thug & Gunna,"My diamonds gon' dance, they come and enhance",luxurious,aspirational,13|0.62|84,enhance,ars,10,0.7,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,75,Verse 4,Young Thug & Gunna,"My dick in her hand, I bet it get ate",confident,,11|0.91|85,ate,ars,10,0.9,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,76,Verse 4,Young Thug & Gunna,I spent sixty bands on one of my cases,luxurious,aspirational,12|0.75|86,cases,ars,11,0.818181818181818,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,77,Verse 4,Young Thug & Gunna,"The paperwork in, my co-D is safe",confident,,10|0.7|87,safe,ars,10,0.7,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,78,Verse 4,Young Thug & Gunna,"YSL, we the guysWe murder him and his tribe",confident,,12|0.75|88,tribe,ars,10,0.7,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,79,Verse 4,Young Thug & Gunna,I show you around like I Spy,confident,,9|0.78|89,spy,ars,8,0.875,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,80,Verse 4,Young Thug & Gunna,"This city is mine 'til I die, ah",confident,,10|0.8|90,ah,ars,9,0.888888888888889,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,81,Verse 4,Young Thug & Gunna,"Patek the rock, ah",luxurious,aspirational,5|0.8|91,ah,ars,5,0.6,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,82,Verse 4,Young Thug & Gunna,"Soon up, we shoot at your spot, ah",aggressive,dominant,8|1.0|92,ah,ars,8,1.0,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,83,Verse 4,Young Thug & Gunna,"Perfectly aim for the top, ah",confident,,8|0.75|93,ah,ars,8,0.625,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,84,Verse 4,Young Thug & Gunna,"Fuckin' your ho 'til she tired, yeah",confident,,9|0.78|94,yeah,ars,9,0.777777777777778,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,85,Verse 4,Young Thug & Gunna,"Yeah, just look at these rocks, uh",confident,,8|0.88|95,uh,ars,7,1.0,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,86,Verse 4,Young Thug & Gunna,"Lil' mama got top, i t's wet as a mop, whoa",confident,,12|0.91|96,whoa,ars,12,0.833333333333333,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,87,Verse 4,Young Thug & Gunna,I creep in the spot,confident,,5|1.0|97,spot,ars,5,0.6,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,88,Verse 4,Young Thug & Gunna,"It's knock knock zoo m, he on the way out",confident,,10|1.0|98,out,ars,10,0.9,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,89,Verse 4,Young Thug & Gunna,Got too many vibes,confident,,6|0.67|99,vibes,ars,5,0.8,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,90,Verse 4,Young Thug & Gunna,"She feelin' my brother, we swiggity-swap (Thugger )",luxurious,aspirational,13|0.62|100,thugger,ars,13,0.615384615384615,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,91,Verse 4,Young Thug & Gunna,Keep sendin' him Dots,confident,,5|0.8|101,dots,ars,5,0.8,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,92,Verse 4,Young Thug & Gunna,"I'm gon' free my cousin, I won't let him rot",celebratory,confident,11|0.91|102,rot,ars,11,0.909090909090909,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,93,Verse 4,Young Thug & Gunna,You sent me a dyke,confident,,6|0.83|103,dyke,ars,5,0.8,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,94,Verse 4,Young Thug & Gunna,"I fucked her so good, I got her back right",confident,,11|0.91|104,right,ars,10,1.0,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,95,Verse 4,Young Thug & Gunna,"[It's locked, and she got shark jaws",confident,,8|0.88|105,jaws,ars,7,0.857142857142857,definitions
3 Headed Snake,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Young Thug,96,Verse 4,Young Thug & Gunna,"But I never want the key to the heart, nah",confident,,11|0.91|106,nah,ars,11,0.727272727272727,definitions
Big Shot,Gunna,Drip or Drown 2,Turbo & Ghetto Guitar,2019-02-22,,1,Intro,Gunna,Ghetto Guitar,,,,,,,,lyrics
Big Shot,Gunna,Drip or Drown 2,Turbo & Ghetto Guitar,2019-02-22,,2,Intro,Gunna,"Run that back, Turbo",,,,,,,,lyrics
Big Shot,Gunna,Drip or Drown 2,Turbo & Ghetto Guitar,2019-02-22,,3,Chorus,Gunna,I connected all the dots (Connected all the dots),luxurious,aspirational,551|0.74|1,dots,hot,13,0.538461538461538,lyrics
Big Shot,Gunna,Drip or Drown 2,Turbo & Ghetto Guitar,2019-02-22,,4,Chorus,Gunna,Pulled that foreign out the lot (That foreign out the lot),luxurious,aspirational,551|0.74|1,lot,hot,13,0.692307692307692,lyrics
Big Shot,Gunna,Drip or Drown 2,Turbo & Ghetto Guitar,2019-02-22,,5,Chorus,Gunna,Moved the family to the docks (Boondocks),luxurious,aspirational,551|0.74|1,boondocks,hot,10,0.6,lyrics
Big Shot,Gunna,Drip or Drown 2,Turbo & Ghetto Guitar,2019-02-22,,6,Chorus,Gunna,Put some diamonds in my watch (Diamonds in my watch),luxurious,aspirational,551|0.74|1,watch,hot,12,0.666666666666667,lyrics
Big Shot,Gunna,Drip or Drown 2,Turbo & Ghetto Guitar,2019-02-22,,7,Chorus,Gunna,Ballin' like a big shot,luxurious,aspirational,551|0.74|1,shot,hot,6,0.666666666666667,lyrics
Big Shot,Gunna,Drip or Drown 2,Turbo & Ghetto Guitar,2019-02-22,,8,Chorus,Gunna,"Ballin' like a big shot, uh",,,,,,,,lyrics
Big Shot,Gunna,Drip or Drown 2,Turbo & Ghetto Guitar,2019-02-22,,9,Chorus,Gunna,"Ballin' like a big shot, oh, oh",,,,,,,,lyrics
On a Mountain,Gunna,Drip or Drown 2,Turbo & Tba (Producer),2019-02-22,,1,Intro,Gunna,"Run that back, Turbo](https://genius.com/16560499/Gunna-on-a-mountain/Run-that-back-turbo)",,,,,,,,lyrics
On a Mountain,Gunna,Drip or Drown 2,Turbo & Tba (Producer),2019-02-22,,2,Chorus,Gunna,"Feel like I'm sittin' on a mountain, VVS",confident,,11|0.7|2,vvs,vvs,10,0.7,lyrics
On a Mountain,Gunna,Drip or Drown 2,Turbo & Tba (Producer),2019-02-22,,3,Chorus,Gunna,"Pointers, water on me look like a fountain (Fountain, fountain)",confident,,16|0.62|3,fountain,ain,15,0.6,lyrics
On a Mountain,Gunna,Drip or Drown 2,Turbo & Tba (Producer),2019-02-22,,4,Chorus,Gunna,"Backend racks in, I need an accountant (Yuh), Cartier",luxurious,aspirational,13|0.69|4,cartier,ier,14,0.642857142857143,lyrics
On a Mountain,Gunna,Drip or Drown 2,Turbo & Tba (Producer),2019-02-22,,5,Chorus,Gunna,"Two-tone lens, I don't need the vouchers (Vouchers)",confident,,12|0.75|5,vouchers,ers,11,0.727272727272727,lyrics
On a Mountain,Gunna,Drip or Drown 2,Turbo & Tba (Producer),2019-02-22,,6,Chorus,Gunna,Hid the Hi-Tech seals in the couches,confident,,9|0.89|6,couches,hes,9,0.555555555555556,lyrics
On a Mountain,Gunna,Drip or Drown 2,Turbo & Tba (Producer),2019-02-22,,7,Chorus,Gunna,"Landed in LA, 3 hours, smoked me three whole ounces (Yuh, yuh)",confident,,15|0.73|7,yuh,yuh,14,0.714285714285714,lyrics
On a Mountain,Gunna,Drip or Drown 2,Turbo & Tba (Producer),2019-02-22,,8,Chorus,Gunna,"Pulled up in the same state, performin' in different counties (Yuh)",confident,,19|0.58|8,yuh,yuh,16,0.5,lyrics
On a Mountain,Gunna,Drip or Drown 2,Turbo & Tba (Producer),2019-02-22,,9,Chorus,Gunna,"Four rings on my fingers, ayy, I resemble an Audi (Ayy)",confident,,15|0.73|9,ayy,ayy,15,0.733333333333333,lyrics
Out the Hood,Gunna,Drip or Drown 2,"Turbo, Aviator Keyyz, Morgan Matthews",2019-02-22,,1,Intro,Gunna,"Run that back, Turbo",,,,,,,,lyrics
Out the Hood,Gunna,Drip or Drown 2,"Turbo, Aviator Keyyz, Morgan Matthews",2019-02-22,,2,Chorus,Gunna,"I'm out the hood, but I'm hood melodic",,,,,,,,lyrics
Out the Hood,Gunna,Drip or Drown 2,"Turbo, Aviator Keyyz, Morgan Matthews",2019-02-22,,3,Chorus,Gunna,"I smoke good narcotics, keep my diamonds polished",,,,,,,,lyrics
Out the Hood,Gunna,Drip or Drown 2,"Turbo, Aviator Keyyz, Morgan Matthews",2019-02-22,,4,Chorus,Gunna,"Throw a dime in Onyx, keep them dollars coming",,,,,,,,lyrics
Out the Hood,Gunna,Drip or Drown 2,"Turbo, Aviator Keyyz, Morgan Matthews",2019-02-22,,5,Chorus,Gunna,"Look at all this money, this is our summer",,,,,,,,lyrics
Out the Hood,Gunna,Drip or Drown 2,"Turbo, Aviator Keyyz, Morgan Matthews",2019-02-22,,6,Chorus,Gunna,"I'm out the hood, but I'm still a hood baby",,,,,,,,lyrics
Out the Hood,Gunna,Drip or Drown 2,"Turbo, Aviator Keyyz, Morgan Matthews",2019-02-22,,7,Chorus,Gunna,"Yeah, I'm still going crazy, make these labels pay me",,,,,,,,lyrics
Out the Hood,Gunna,Drip or Drown 2,"Turbo, Aviator Keyyz, Morgan Matthews",2019-02-22,,8,Chorus,Gunna,"Bought a new Mercedes, I come from where it get crazy",,,,,,,,lyrics
Out the Hood,Gunna,Drip or Drown 2,"Turbo, Aviator Keyyz, Morgan Matthews",2019-02-22,,9,Chorus,Gunna,"I'm chasing this paper daily, fuck these niggas who hate me",,,,,,,,lyrics
Same Yung Nigga,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Playboi Carti,1,Intro,Gunna,Wheezy outta here,confident,,6|0.5|1,here,tto,5,0.6,definitions
Same Yung Nigga,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Playboi Carti,2,Intro,Gunna,"Run that back, Turbo",confident,,5|0.8|2,turbo,tto,5,0.8,definitions
Same Yung Nigga,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Playboi Carti,3,Chorus,Gunna,Yeah,,,,,,,,definitions
Same Yung Nigga,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Playboi Carti,4,Chorus,Gunna,Stack them hunnids up like Lego (Lego),confident,,11|0.64|34,lego,tto,10,0.7,definitions
Same Yung Nigga,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Playboi Carti,5,Chorus,Gunna,Remember I had to charge my bro for petrol (Petrol),confident,,15|0.67|35,petrol,tto,14,0.714285714285714,definitions
Same Yung Nigga,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Playboi Carti,6,Chorus,Gunna,Came a long way trappin' off a metro (Metro),gritty,defiant,13|0.69|36,metro,tto,12,0.75,definitions
Same Yung Nigga,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Playboi Carti,7,Chorus,Gunna,Ain't that same young nigga from the ghetto (Ghetto),confident,,13|0.69|11,ghetto,tto,12,0.666666666666667,definitions
Same Yung Nigga,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Playboi Carti,8,Chorus,Gunna,"Still got rounds, I can't let go (Let go)",confident,,9|1.0|38,go,tto,9,1.0,definitions
Same Yung Nigga,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Playboi Carti,9,Chorus,Gunna,Really anytime I smoke the best dope (Best dope),confident,,16|0.56|39,dope,tto,12,0.75,definitions
Same Yung Nigga,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Playboi Carti,10,Chorus,Gunna,I pop off a tag when I change clothes (Change clothes),confident,,15|0.73|10,clothes,tto,11,0.909090909090909,definitions
Same Yung Nigga,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Playboi Carti,11,Chorus,Gunna,Ain't that same young nigga from the ghetto (Ghetto),confident,,13|0.69|11,ghetto,tto,12,0.666666666666667,definitions
Same Yung Nigga,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Playboi Carti,12,Verse 1,Gunna,I done made this drip a series (Series),confident,,12|0.67|12,series,tto,10,0.7,definitions
Same Yung Nigga,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Playboi Carti,13,Verse 1,Gunna,I can see these diamonds clear like HD (Clear like HD),luxurious,aspirational,15|0.69|13,hd,tto,12,0.916666666666667,definitions
Same Yung Nigga,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Playboi Carti,14,Verse 1,Gunna,"Carats in my ear, why can't you hear me? (Run that back, Turbo)",confident,,15|0.87|14,turbo,tto,15,0.8,definitions
Same Yung Nigga,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Playboi Carti,15,Verse 1,Gunna,My Balmain busted and my jeans Amiri (Wheezy outta here),confident,,17|0.59|15,here,tto,16,0.5625,definitions
Same Yung Nigga,Gunna,Drip or Drown 2,Wheezy & Turbo,2019-02-22,Playboi Carti,16,Verse 1,Gunna,Won't touch you once but still can make you feel me (Feel me),celebratory,confident,15|0.87|16,me,tto,13,1.0,definitions
